Peak #,X,Y
1,9.88377272698777,6.14035171121122
2,18.970581457897406,18.425743311570344
3,24.913986942882286,19.48948385120794
4,3.0389143917537274,7.140350682174735
5,41.9706890682024,7.519360757213722
6,55.3231904106791,19.48948719570808
7,34.96943163093557,5.215931759310237
8,69.56619699888739,6.1450428387854075
9,77.65167458531559,18.421055528652552
10,84.49719233821936,18.42105258674159
11,62.64646381494212,5.208824142245651
12,99.4198844697778,7.140350675000339
13,107.49771323022092,17.421052025000883
14,115.34257002116021,19.42105202462078
15,93.57502767883945,7.140350675379228
16,130.26592179231673,5.140350675
17,138.3513996353599,17.41636073833362
18,144.27109489048695,18.352620198739388
19,122.42040512633152,6.140350675
20,167.94690864471184,18.053829083469843
21,175.95016049775154,18.35262107585331
22,155.51125434952442,5.140350675
23,189.9797472070192,7.140392841231828
24,199.20212596017177,17.428201123952324
25,204.3617769152441,19.43283915850849
26,184.08743183738,6.140351588074817
27,219.5538918076718,7.147500458451441
28,227.712851085284,17.421093659919723
29,233.70742168865843,17.421052034245232
30,250.64673340072784,5.140350156448989
31,258.72257634743835,19.413902766879346
32,263.5694255197764,17.409264891081992
33,242.80121587066463,6.140351516057605
34,278.4921112825684,5.140350149652062
35,288.5699788093147,17.421010373796175
36,294.4147962040897,18.421049934809332
37,271.6472548983353,5.140347855846546
38,309.3374829192418,5.140350776971646
39,317.421223196065,18.4172391367479
40,324.3433214932443,18.475037209520625
41,301.4926253573149,7.140350626158066
42,339.1835213818804,6.152138021794427
43,348.0365042377506,19.78819824383096
44,354.21307063271354,18.489482551198222
45,331.33999613035485,6.147495744963511
46,382.53911839915804,18.421052184530065
47,364.5139592056536,5.215973400193179
48,399.8646518723258,7.145084479893151
49,406.0339171415662,19.489483851206717
50,414.0384876918667,17.788274973326008
51,391.9211705282783,6.208825019150979
52,429.8001279604634,7.215931759310565
53,437.95912602882424,17.489483851206717
54,422.8824250839769,6.156829095836595
55,458.48118388892726,5.208782508002576
56,465.6177899764379,17.421052025378877
57,474.48635699724025,19.42105202500033
58,452.47793301605316,7.5075745003860455
59,489.409708768398,5.140350675378879
60,496.4875375302189,19.421052024999998
61,502.3323943197792,19.42105202499999
62,480.56485148875674,7.140350834151189
63,517.2550798697791,6.140350675
64,525.3329086302127,18.421052024942764
65,534.1777654197791,19.421052024905617
66,510.4102230802207,6.140350675
67,547.1004509697792,6.140350675
68,557.1782797302291,17.421052025058195
69,563.0231365197792,19.421052025096493
70,542.2555941802207,6.140350675
71,577.9458220697792,6.140350675
72,587.0236508302206,18.42105202500034
73,593.8685076197792,19.421052025000005
74,572.1009652802207,7.140350675
75,607.7911931697791,7.140350675
76,614.8690219302207,18.421052025
77,621.7138787197804,17.42105202500122
78,601.9463363802207,5.140350675
79,637.6365642697793,5.140350675000343
80,644.714393252914,18.421052556947007
81,652.5592514356765,18.42105565193822
82,631.7917074802208,5.140350675000007
83,668.481935582082,7.140351198495839
84,674.5617284894367,19.42761171527659
85,683.4047054242952,19.43247300916907
86,660.6370786014431,6.140350710981811
87,696.3273067484594,6.14035135948926
88,706.405762460147,17.42109366418765
89,713.2743674064388,17.421052902058236
90,691.4824490636291,6.140353494152071
91,728.4142243682022,5.507573623326046
92,739.8498786504756,18.421052024999998
93,721.4109745509196,6.208782501207951
94,756.0097333660214,6.145041961949222
95,766.095217553794,17.421052025
96,770.9413940962072,19.42105202500122
97,750.090038109522,5.208782501207058
98,787.9465735404781,7.208782501207392
99,795.186733212315,18.421052550347593
100,779.0268782839786,5.145041961949228
101,815.6263033216084,5.208782501265252
102,823.7705582701689,18.41636126377759
103,832.7139639466643,19.35262023480929
