Peak #,X,Y
1,3.4801033565860475,11.238348365682329
2,43.48719108090956,12.328663392730217
3,66.30785339589282,12.041485819222673
4,89.42287538901334,12.038669284330416
5,112.9852892267993,11.261362744278586
6,133.55170847522686,10.023760992415928
7,157.02312357156603,10.164531762073889
8,178.41152452032486,10.23940468370664
9,202.87810305890417,12.307110279741039
10,223.26082134631505,12.459555748036623
11,246.64164155931476,11.303708109492757
12,268.1094635676775,12.217863819109278
13,290.6298004962273,11.258451972534512
14,314.878546104223,12.124472822179833
15,337.6377748811211,13.690563971015424
16,361.3816256883858,12.12447287197649
17,400.19815953637107,11.2178638517553
18,426.89460696779196,12.303738368326874
19,449.52379108473275,12.46400697302464
20,470.9478989929374,12.39440156468757
21,493.3739450150262,11.468520968866487
22,514.8000431749413,10.394461148218511
23,537.2211391455379,12.465860960015979
24,560.5232086299628,10.235740904756234
25,583.8625364588187,11.550617995038557
26,606.7246715092788,11.583973761464566
27,628.0016039023903,10.141953931627283
28,650.3581841443464,10.212048680993783
29,673.7851372102733,10.212955001916358
30,696.4576875004018,12.212957073344702
31,719.3420235964295,12.210517948170391
32,785.1537204109321,10.676413039835763
33,808.3519396607734,12.140187657153476
34,830.5801506042811,11.99452977821912
35,850.5005430023119,9.69466729030439
36,875.7806867756988,7.995658245130279
37,896.98088298354,13.631021536420596
38,918.9241008712086,11.276957310399487
39,943.4798074358881,7.767919596552517
40,986.2256334872143,12.427062691220518
41,1009.9684948357403,13.253174134778948
42,13.254582650594832,20.633443762497812
43,2.1887852793589975,32.56044740581094
44,31.644148092434943,20.52426129774976
45,21.180319069665767,31.022916766524034
46,56.14253334927933,24.065914955588806
47,44.65289596121312,34.14227671527628
48,78.46338351934398,24.894800372610394
49,69.22184240114797,35.6402392052746
50,98.92550348009618,22.260772972143496
51,88.61148717560157,36.65936813070809
52,123.01172895382473,20.788442397663154
53,110.54591678432413,33.21034459231795
54,145.04465645425103,21.771126274333646
55,134.5695768518071,31.41663916654299
56,169.2974531002976,22.573760317196452
57,158.1528882731874,34.57581361148968
58,190.6911777004157,21.627250130461906
59,179.31194359029735,34.46880341770062
60,212.3194600760195,23.258980573871835
61,203.63379746160695,33.66164477853182
62,235.1977557843727,24.25449929564056
63,224.2574574701544,36.11622659236353
64,256.78799541647254,22.538210224599652
65,245.7764512013094,35.54965026929197
66,281.34803266100363,23.43326188946612
67,270.0249340160527,33.68449580912904
68,304.58270294791237,23.705629642224196
69,292.7891947916727,32.643950092516825
70,328.24894291080744,23.4866325632286
71,315.48650878000757,34.72944954791942
72,345.38737723825307,23.215565608274698
73,371.24035310630387,19.66532917040042
74,357.2075812358959,33.81936794378614
75,391.39430270072506,20.392946585075794
76,381.9934438641899,31.169010690207966
77,414.16628795518767,23.262088529114724
78,401.84720196017753,31.77399462734021
79,436.5629856293584,24.251464739784865
80,427.91644149314726,34.50461882943455
81,459.5707186155074,23.366570476130214
82,448.611516259805,36.15918812411006
83,481.32834057535416,22.3686312963723
84,470.94877161992514,34.46046232465841
85,505.41959417120205,22.36866174076225
86,493.37395696112884,35.20483042048504
87,527.1808443938822,23.370852232994316
88,514.8025025514071,34.46255266789288
89,550.1250990813517,22.306709976517222
90,539.2234589888409,37.26831095928528
91,569.9386711837662,20.918027815701983
92,560.2294343664089,36.135381704111936
93,594.3288593773369,20.26245591232706
94,579.7752327281404,31.465894446068255
95,618.4347049964964,21.70938965250995
96,608.3669246660195,32.77899628115806
97,638.1992106950806,22.397641539740853
98,628.5587388818268,33.41947732304633
99,660.569793413269,21.425023555121975
100,651.3688965280467,34.632656398339705
101,684.0210725119048,21.418536264405088
102,672.7785567204953,33.613573400426276
103,707.2753032858045,21.14413018251555
104,695.3053348347274,32.568595107224425
105,731.513593798129,20.10963043117472
106,717.6299877710678,32.6826515375327
107,748.1636389182097,17.155092217238195
108,739.3304348040631,30.471331918450122
109,759.8924860786378,32.099375265074755
110,797.7564900773117,23.26683899142605
111,786.5503505757173,35.258699244616665
112,818.3498002443076,21.2636733107475
113,808.3322061030005,34.61805196613862
114,839.4560876725105,21.5873218172084
