Peak #,X,Y
1,1.4128863331043986,17.628884236366034
2,15.425624889665965,8.48406362879251
3,0.41288634246556066,36.1806551324017
4,17.21917302625933,25.341236398967382
5,33.14792881379094,19.139935433526382
6,45.576376064693044,12.963208111045066
7,1.1518924007637739,52.96385255642758
8,16.288121642146706,44.54097619886607
9,34.12601661213569,34.52786303807005
10,58.004163330163806,19.138377473307344
11,74.72703911380226,10.483412116159474
12,1.0205564016105217,73.3416634251084
13,13.450442373776474,61.84183216649671
14,30.125952435929417,51.183524175732366
15,46.555838408095376,39.6836929171207
16,58.00367650544523,32.48916316343412
17,74.92676023119307,27.31354774217723
18,90.73990326450942,18.62182326792627
19,106.31751268912477,7.779094317178517
20,13.450378197570478,80.49749330415986
21,28.288273167559215,69.48438014336313
22,45.424502408942324,60.061503785801634
23,59.74546396372782,49.86921528455002
24,73.72695430555945,44.14372568023051
25,90.73990288240707,35.00526593653625
26,106.29973226768992,25.31354468803106
27,120.53534725615407,17.542560718323944
28,137.7291618165727,7.771187063152642
29,1.0000187457021346,103.06214823237826
30,12.428465996228315,93.8854209094868
31,27.357221783493706,88.68411994345037
32,46.163508467257046,78.84470120985469
33,61.60348909841586,70.78006243698943
34,75.68477296994628,62.08064658132671
35,91.00089257183396,53.53939523514286
36,106.317516897536,42.847998315883885
37,121.53536223335558,36.084546487356704
38,135.7291656784841,25.31357732526546
39,151.92132331686844,16.542385681428566
40,166.1134484805584,9.77118805536044
41,1.0000002954415346,121.37207683394409
42,13.175192531023244,112.26393097592131
43,30.15076995109132,105.54129282094641
44,45.16350847957202,96.39647212216822
45,61.71648526170569,88.68412023842299
46,74.93635794823986,79.90169392197214
47,90.13221566802208,69.14967674552872
48,105.33888925671616,62.394786950934986
49,121.53692176989972,51.62729892549158
50,137.73018021963114,43.85727142619075
51,152.9219972935654,35.08629867579708
52,166.11357312965885,25.31419704442225
53,181.3055793473993,18.542462128918757
54,197.49771506477742,8.771190269232491
55,1.0000153589212175,141.1635272417614
56,15.054521726813945,130.1704511057158
57,30.109014108196362,123.47871400661231
58,44.4245032942339,114.93756856927808
59,59.74099287462541,105.24561176560113
60,76.95827466718693,97.4812251990897
61,91.15176563240986,86.71045613210784
62,105.34501420972865,77.94041993119464
63,120.54259732742229,69.17251757116172
64,135.74879873107673,60.41659205576503
65,151.94360619332554,53.66519541350025
66,166.12029397971216,44.883447822912196
67,183.3055803046348,36.09178348382513
68,197.49760789581504,25.314201761427285
69,213.6904599786774,16.542601687284904
70,228.88807967509098,9.774703235055973
71,1.0005247418455032,157.87467429768276
72,14.186322503904414,149.08380498064588
73,30.36235858307707,140.30136308489796
74,46.555965278242795,131.54859568525183
75,59.76241918187324,123.79310534072995
76,74.96012241072975,115.02518918639059
77,90.1533018400402,105.2546055097505
78,107.34718742900074,96.4844571204724
79,122.55563760051893,87.71635064474403
80,137.84159204230926,78.98823552572034
81,152.16797601419003,70.41836737234736
82,167.249932142406,62.77212587464402
83,182.30591133630577,53.800893960844746
84,197.4909029596989,42.88357662650135
85,212.69081484080994,35.08647101545226
86,228.9090043142716,25.32118978740182
87,244.225146092201,18.628948266525985
88,259.54085415796624,10.08758292115627
89,-0.9927006683503938,174.42902371587897
90,14.213711749709562,166.67360048806498
91,29.40685783995765,157.92049524607273
92,45.58235339684296,148.13705448654326
93,61.76812943324021,139.3456766680045
94,75.96156422181589,130.5689649580953
95,91.15992087095057,122.8014378001296
96,105.366975500417,115.04651987747009
97,120.56514103372643,106.2877277178838
98,135.78531547825668,95.40908070704047
99,153.5815472805511,87.58761577909527
100,167.09327581726197,78.96417781224751
101,182.34295856373055,70.471252344236
102,198.36203310780445,60.79198180987064
103,212.66858971242823,53.66588046152007
104,228.92159196322274,43.85478897559019
105,243.46826582995863,36.146847424332286
106,260.4738168483648,25.981284773455666
107,274.46627297581216,20.266206516090694
108,287.6514626302614,10.188010321646315
109,1.056041936851775,194.01216397887373
110,15.371498348232596,184.32959939107624
111,29.682111632711404,176.78762884957223
112,45.720752314899975,166.07805955753338
113,59.76907969770615,158.06389041121108
114,76.96066461600765,148.14144343202622
115,92.19814748852126,141.36549984052232
116,107.51836290835723,131.69148206813875
117,121.8092355912109,123.14106231101024
118,135.57196744234608,113.3833465542305
119,150.72824578528537,103.3865159980207
120,170.89395992515418,94.528186297545
121,184.0772669329917,88.5578309619359
122,197.58554178540908,80.57615932995377
123,211.41589819631778,71.48537876360575
124,227.8688799508267,62.404906725486114
125,243.34926821508506,53.47312187187292
126,260.9933605535518,42.497362840914825
127,275.0567136519749,36.14005808455574
128,288.66773119046206,28.237330662787286
129,301.85756535286026,18.30250939410604
130,318.7670446712786,9.115068298448946
131,0.3452856772007351,211.6898948964587
132,16.899813895906448,201.27993744154557
133,31.893635986260616,194.17034238659383
134,45.72415795646674,187.38117799615463
135,59.76882887793431,176.02508009282622
136,76.83189470838184,167.07867596226149
137,92.26464547016423,156.95217344852685
138,105.95011458188286,149.36733502848716
139,123.8774074341797,140.33154022617526
140,136.63000313741233,132.56280507515632
141,152.25797243369118,124.75558086322825
142,196.65892182846773,98.53360874237923
143,212.49355207935565,89.40192710055238
144,226.70653282319486,78.0254301335491
145,243.87223442053173,71.0294914908465
146,258.2608274413179,59.983325475909034
147,275.34942745939475,50.20063075669312
148,302.5195601740099,36.39542567092668
149,318.96779608377085,26.365216209030084
150,335.07616864774644,16.803676369861424
151,348.4066378909626,8.802819987504613
152,0.30783935708240295,228.37613864878804
153,17.185833169012227,219.64466912222295
154,33.67166010523922,211.6145749947475
155,48.220945218256695,204.49089597958152
156,61.74661694175047,196.62150111541123
157,75.81103394955902,186.35096378908642
158,91.84472694158922,174.65797790174517
159,105.84569946528039,166.1132431904503
160,122.96934825557274,157.67570293103685
161,140.60914090629387,151.1816763302745
162,152.8772100344729,144.88386340735929
163,167.76642996683432,133.9119393557354
164,184.2655425155202,120.21485502696191
165,197.30486770728686,111.42498480076125
166,210.82199646774194,106.22378244655161
167,226.45658069712434,97.56610117678873
168,242.7547978115703,88.769450212073
169,255.6634049919042,78.69112377614765
170,271.7659260025599,65.70248832313875
171,287.8931508832603,56.01285804380598
172,304.1452986311543,50.59683700789008
173,318.3779822069201,44.995809636678196
174,334.8481733163622,37.53172280640318
175,348.2612419016816,27.72051729132207
176,363.61193837796856,17.601506996579808
177,378.89746131265355,9.819633994460556
178,2.2148670507213133,243.51579372226016
179,19.622738944776703,235.71321879509367
180,32.91185619222338,229.27977369433108
181,49.10048085899053,222.03434487224195
182,73.17265515353077,205.11196889573
183,88.442517461626,192.96883438245558
184,105.16479735833065,183.2803161535864
185,122.47631871801389,173.56386895996957
186,140.55629707906388,164.61936924351596
187,163.2545845057111,149.82527962154467
188,182.46617988565237,141.62767118581365
189,197.99713186001878,131.32362001907447
190,210.58388788313977,122.1167126478389
191,226.46982250776637,114.946246386635
192,241.93007528772097,106.31213200054385
193,257.27392238767396,97.05567708794584
194,269.7153646714289,89.92633749174067
195,307.6285214291958,64.26463147146426
196,320.75734135798086,60.13846326611198
197,333.2205581053213,56.04372445279565
198,348.423427337988,46.56745482883151
199,363.4904190929462,36.49016590417169
200,380.1312583310717,26.644824067614078
201,394.95844655996626,18.940752839800744
202,413.45506140315064,8.658906685179456
203,19.780128838127467,252.22776649223175
204,45.72823168070791,235.0781208493584
205,70.30727405064803,220.41180706687575
206,86.86647359538313,210.26568859835933
207,104.77725426485758,201.52218579714182
208,151.998778709618,171.73088475199367
209,163.83979656081044,164.28134028353205
210,181.15664188150043,156.84915462838777
211,197.988088341859,149.861833990986
212,211.39027200138804,141.0248088753226
213,228.70884020507611,130.4426906743349
214,242.02852002259021,121.77186630838325
215,258.06509183081477,113.24154258239783
216,271.359228399104,107.74701345254425
217,287.9176521790157,98.29980604063505
218,303.64970353998496,85.37647501448161
219,323.29508095587283,73.59306079860391
220,347.12534792096216,63.46569282404049
221,363.8346219110378,54.414020858216425
222,379.94146303667657,44.68321015661766
223,396.5778857826443,35.71019824072568
224,414.4549807467467,26.03288824194921
225,430.770625702736,18.940318668005716
226,-0.6806849007409184,282.5094072159959
227,20.40172121393592,270.9637239844235
228,33.09190672067362,260.26326043164136
229,43.807144562645824,251.4065501244025
230,60.04064761553099,241.656311023822
231,72.0369206475842,234.06612239506575
232,88.01717347030095,226.77992200758555
233,105.55612626799366,220.80791491708695
234,123.15165705274391,211.2048639455191
235,139.15155383248688,202.31585932341125
236,153.9686340284834,191.43934714198696
237,165.54193412322527,181.40794253103894
238,181.74368595227446,174.77150916951467
239,198.0269472443627,166.5483202485766
240,212.47109063324015,156.75583740642455
241,228.58531049297196,147.77281005074568
242,241.9301086939985,140.9387441313511
243,257.24944210279284,132.41500301617583
244,272.25043037961495,124.08314333836495
245,288.37214079621316,114.5763465768141
246,300.16554288096876,108.36115524327114
247,338.08555062469947,81.69228848943084
248,347.22387597323655,76.08230238631081
249,362.34235639142395,70.03233455659662
250,382.71057843339264,61.78857685599147
251,397.04248416561745,54.52079342540333
252,411.6958024571365,47.19344093859085
253,427.1371755547963,34.51642616615878
254,451.2145591710717,18.562195637579286
255,467.6773755353253,8.48388538373979
256,0.4576326778945536,298.38971453518167
257,16.841179131766456,291.2656702050017
258,32.91206729188845,283.275471820949
259,46.28019070312103,273.68685899344314
260,61.86218337692186,264.48715516667545
261,74.46956295081428,253.69884067383651
262,90.50023521490827,246.76147332902616
263,105.17745124069506,237.19298782579142
264,123.67061113861264,228.16318568445126
265,139.10371845268634,220.72346541804276
266,151.87995691126693,212.14936285068148
267,166.2055891335656,200.35015145603685
268,182.67126108825502,192.63594026768774
269,197.2524356987382,183.11405531171488
270,211.2387572320029,176.32416337537958
271,226.64381819711562,166.93207738155635
272,242.05973466773153,155.11890987254256
273,258.2648460100617,147.68842587277274
274,273.55706054987456,138.97143895508714
275,289.1089308521538,132.89817164688827
276,302.15229401187156,124.38378191841907
277,315.5010410845079,114.26291006012838
278,337.9383120966666,101.39123629663568
279,352.4141490216349,93.02862402533493
280,363.61730287352145,85.59757126904128
281,381.88877133520083,79.84234931593373
282,397.75352726204756,69.31344003158691
283,423.63226105910786,51.46168890235171
284,438.3156020633121,40.99082105714934
285,452.8296675887304,32.816430841536096
286,468.67655257059164,24.606825681077897
287,484.09983760092655,18.587352903593963
288,498.7573970764307,8.778387636745581
289,-0.5601240935637031,316.7837318509243
290,16.769117564368276,308.1360616583437
291,35.712645953605794,298.6848279261724
292,50.30961372210692,294.82789183045776
293,62.6605640876175,286.64948152431333
294,76.40464433558286,275.6616933643981
295,92.30494842954388,267.4540037127189
296,107.28765419066559,258.7043230582307
297,123.50589351298662,248.3445320161603
298,140.22809283633558,238.60359855057106
299,152.80212867166333,229.92246409189315
300,166.88700645121313,221.7508892525997
301,182.9598564389697,211.77857824287966
302,197.31623216985145,202.812657956196
303,213.04595789904775,191.78406355109473
304,226.82781795799139,183.01481743404378
305,239.31672746175735,173.8030274661307
306,258.26560517643895,162.45702758292555
307,275.46580565972687,155.12268770394996
308,289.767729494418,147.8969032838002
309,302.5680969812838,140.26798037336124
310,315.27630530181744,135.19967760435256
311,354.0958814989831,112.6608404375245
312,366.3078297757243,104.21304242956148
313,381.0950380188538,97.01558564790108
314,399.75377523329377,87.53541715176223
315,409.20922121589854,78.89967638260262
316,421.74283487295435,70.90986666693983
317,437.2626652014691,61.11626194615506
318,453.1759308131991,51.56763930697023
319,470.41848281846654,43.835365928366535
320,484.52886447906684,35.96980053020572
321,500.5864434144167,27.945503129305695
322,514.0379539448743,18.66146470865754
323,-0.8424589332411165,334.216370857752
324,16.58702175366023,324.74483575319164
325,34.54877607140225,313.3812236713072
326,88.7202520042707,280.391645372432
327,119.84245926309094,263.09810786538503
328,137.25406614205096,254.47893895449187
329,165.36652456537243,239.38407103992532
330,181.39705966430554,227.83042827435773
331,196.44296970954863,219.9742861309855
332,210.11860046778298,210.65520703357004
333,226.39947388359158,199.90013137647458
334,239.5742584245447,193.12636554211383
335,277.2284986233718,173.85067360928514
336,289.86707561259067,164.9616608233964
337,302.7238186391673,158.11668318381794
338,317.0388413235908,151.9424975115173
339,334.3056780408475,144.77303265992336
340,352.351456927382,132.3787523152955
341,366.86008421107584,121.73856164532941
342,382.39993319042827,112.1917877778102
343,398.9062096365992,104.25377797852543
344,422.6053588716074,86.51805999881164
345,439.104576691825,79.75818123841174
346,454.0547033151745,70.7526859911055
347,469.6079336976385,61.04499236981484
348,485.99411217802117,52.527602038446545
349,502.4962800396621,43.04743229355064
350,516.5586539054409,36.912642953755096
351,535.8035772693122,29.98536134014418
352,550.4018290148417,21.531713307256428
353,564.1577414121201,10.53334193803802
354,-0.985066378090401,351.8236208586811
355,14.468156522688467,341.7184297323186
356,32.68040064694827,330.174723057351
357,47.86615648593061,318.25189565988074
358,58.0295726492309,309.1861854665767
359,72.38633267644113,300.8520997447269
360,85.8218191411027,294.79040402651316
361,102.8043162824379,287.08756658880213
362,117.61883870626679,278.73488328083516
363,134.7116902581785,271.16957631872606
364,151.51554637080628,261.04905658973615
365,164.34843852770203,251.77386281378034
366,181.66567184328585,246.5219837648073
367,199.3420876086327,237.25931046161372
368,211.94266241352565,229.93571693940743
369,244.75418176815086,209.5172429725825
370,260.111622760927,205.19317456796196
371,277.3385888294569,195.1834093831164
372,289.6898898958403,185.40509029555818
373,303.2317425361239,174.40956994435118
374,319.9287232933885,167.0368398728678
375,335.23724403139937,159.2980941672988
376,350.45627739431285,149.89327834149483
377,366.8970452705708,140.09416329372138
378,381.50817685995764,130.39092972246397
379,395.0630076829341,122.04090805353117
380,410.18888684843154,109.66538032117356
381,423.4777408281336,102.26088550693137
382,437.26261245129797,97.15799385262673
383,456.19178761548636,87.67485757861216
384,470.8787985132697,79.89874704396564
