Peak #,X,Y
1,0.5183899716337361,19.888157224566186
2,20.839844625931114,18.239664256733153
3,39.949677332914774,20.284183162580725
4,60.61820184036799,22.719190455765226
5,79.86628824913323,24.317122063110105
6,95.43067331236546,22.96267966580651
7,113.13985424105915,20.266907727173514
8,164.559605737725,23.193312512391998
9,178.29217732794677,22.493435225417983
10,195.4196146255019,21.414549593387896
11,218.67769233058553,21.445720060548332
12,239.34627155753944,23.859020761637034
13,259.22092542248,24.101647611902948
14,290.2894601441034,23.096987648793288
15,313.4910355355743,21.642530209585672
16,334.72406940720634,20.872737699043824
17,356.30380016565266,21.3703093898277
18,373.5751003490745,19.696683244768497
19,395.57009750784533,20.869626506125876
20,415.5458091659899,18.623106824902973
21,435.3787616378912,19.756216625017515
22,454.25295426603776,20.914699184865583
23,476.34587032545204,18.859198919524665
24,497.0969206084574,19.768647987781677
25,529.41979494519,19.74899194564331
26,550.3400773205018,19.747687967092634
27,574.9086440624262,20.768259960754474
28,595.8527178826541,20.86270577976477
29,629.1211003913427,20.98151188149717
30,650.9482080219243,20.00493751643402
31,670.9250671054874,21.35111212007271
32,692.1016335530007,21.973074235455012
33,711.7105564227886,24.455436256561114
34,729.2617566641691,23.135459302572233
35,847.6143945781387,20.975633554383588
36,868.5712113357215,18.759243457149758
37,887.3435455595586,19.742633505967106
38,907.2003975224308,18.78079470811733
39,927.7938438055854,21.227013963914995
40,950.741150022276,21.919564422196594
41,966.3033551997107,24.332920180386008
42,984.8655603774707,20.919564420498684
43,1004.8128665211376,19.227013938764934
44,-2.16891993628898,38.9459699846146
45,20.791088855702974,35.22134355347251
46,43.17583051231815,38.5364372220287
47,63.525278174723375,39.15365413572028
48,95.5417081450089,39.73633113860923
49,113.95935596346432,41.29880438389054
50,139.69256572691305,43.97806971114796
51,162.58438650543297,42.24704044377743
52,195.5714049894862,39.527869189427726
53,220.45820651314153,39.44242563805743
54,257.82901354612426,37.32091090822775
55,290.7510260452881,39.3152521664179
56,313.24322279172185,42.084750919394146
57,337.9694487801554,43.59236633922884
58,355.08295255125324,44.27588831296984
59,371.7057121141284,41.53449991649239
60,393.42197786765115,40.19377866735365
61,415.6047544353984,39.24668051656454
62,435.26609110327104,39.46690281857474
63,455.3974274390523,39.80857890667066
64,473.2938562519024,38.95380094147155
65,495.502241498634,37.546559020909285
66,514.2767234702086,36.02820226309503
67,529.8297541422666,37.50275438500151
68,551.8723811286111,40.07830490444793
69,573.539624504844,40.16640186535218
70,595.915254251234,38.28355130012158
71,611.1852957031036,37.708267821544254
72,629.5376997178253,38.24750536510541
73,649.4584509999819,39.816102883787394
74,671.1872925637883,39.44982892084545
75,693.5177189371659,38.91608706812682
76,725.9442242252798,40.13454461506442
